 Structure from AMSCIFDB, AMS_ID: 1523590       Feff8L (EXAFS)       0.1
 Mineral Name: <missing>
 Journal:   Zeitschrift f\"ur Elektrochemie und angewandte physikalische Chemie
 Authors: Esch, U., Schneider, A.
 Title1:   Das System Nickel-Platin
 Formula:    Ni0.5Pt0.5
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.402 Rnm= 1.437 L3 shell
 Pot 1 Z=28 Rmt= 1.410 Rnm= 1.447
 Pot 2 Z=78 Rmt= 1.420 Rnm= 1.459
 Gam_ch=5.171E+00 H-L exch
 Mu=-4.554E+00 kf=2.071E+00 Vint=-2.089E+01 Rs_int= 1.751
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    4      icalc       2
 -----------------------------------------------------------------------
   2   2.000   3.7500    2.7455   -4.55377 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
    -0.0000   -3.7500   -0.0000  2  78 Pt
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.1324E+01  5.8717E-05 -1.2215E+01  1.010E+00  6.1221E+00  2.0772E+00
  0.100  1.1324E+01  3.7323E-02 -1.2950E+01  1.011E+00  6.1288E+00  2.0795E+00
  0.200  1.1323E+01  7.4273E-02 -1.3650E+01  1.012E+00  6.1488E+00  2.0863E+00
  0.300  1.1321E+01  1.1050E-01 -1.4317E+01  1.015E+00  6.1815E+00  2.0977E+00
  0.400  1.1319E+01  1.4567E-01 -1.4953E+01  1.018E+00  6.2259E+00  2.1136E+00
  0.500  1.1315E+01  1.7951E-01 -1.5557E+01  1.022E+00  6.2806E+00  2.1338E+00
  0.600  1.1310E+01  2.1178E-01 -1.6132E+01  1.026E+00  6.3439E+00  2.1583E+00
  0.700  1.1304E+01  2.4231E-01 -1.6677E+01  1.031E+00  6.4139E+00  2.1869E+00
  0.800  1.1296E+01  2.7091E-01 -1.7194E+01  1.035E+00  6.4882E+00  2.2196E+00
  0.900  1.1286E+01  2.9747E-01 -1.7684E+01  1.040E+00  6.5646E+00  2.2561E+00
  1.000  1.1274E+01  3.2189E-01 -1.8148E+01  1.044E+00  6.6405E+00  2.2964E+00
  1.100  1.1260E+01  3.4407E-01 -1.8585E+01  1.049E+00  6.7135E+00  2.3403E+00
  1.200  1.1244E+01  3.6391E-01 -1.8998E+01  1.053E+00  6.7814E+00  2.3877E+00
  1.300  1.1226E+01  3.8128E-01 -1.9385E+01  1.057E+00  6.8420E+00  2.4386E+00
  1.400  1.1205E+01  3.9607E-01 -1.9747E+01  1.060E+00  6.8937E+00  2.4928E+00
  1.500  1.1182E+01  4.0812E-01 -2.0083E+01  1.064E+00  6.9355E+00  2.5503E+00
  1.600  1.1156E+01  4.1729E-01 -2.0393E+01  1.067E+00  6.9671E+00  2.6109E+00
  1.700  1.1129E+01  4.2344E-01 -2.0676E+01  1.070E+00  6.9886E+00  2.6748E+00
  1.800  1.1098E+01  4.2643E-01 -2.0932E+01  1.074E+00  7.0015E+00  2.7419E+00
  1.900  1.1065E+01  4.2618E-01 -2.1158E+01  1.076E+00  7.0081E+00  2.8122E+00
  2.000  1.1030E+01  4.2276E-01 -2.1353E+01  1.079E+00  7.0115E+00  2.8857E+00
  2.200  1.0949E+01  4.0729E-01 -2.1642E+01  1.084E+00  7.0279E+00  3.0430E+00
  2.400  1.0841E+01  3.8167E-01 -2.1732E+01  1.087E+00  7.1071E+00  3.2230E+00
  2.600  1.0738E+01  3.8876E-01 -2.1760E+01  1.185E+00  5.3377E+00  3.4079E+00
  2.800  1.0727E+01  3.9282E-01 -2.1983E+01  1.226E+00  4.6905E+00  3.5445E+00
  3.000  1.0721E+01  4.0366E-01 -2.2184E+01  1.243E+00  4.4062E+00  3.6792E+00
  3.200  1.0697E+01  4.2208E-01 -2.2338E+01  1.251E+00  4.2814E+00  3.8238E+00
  3.400  1.0668E+01  4.4054E-01 -2.2487E+01  1.248E+00  4.2467E+00  3.9740E+00
  3.600  1.0631E+01  4.4810E-01 -2.2647E+01  1.241E+00  4.2686E+00  4.1294E+00
  3.800  1.0590E+01  4.4577E-01 -2.2815E+01  1.230E+00  4.3296E+00  4.2895E+00
  4.000  1.0542E+01  4.2364E-01 -2.2990E+01  1.218E+00  4.4193E+00  4.4536E+00
  4.200  1.0488E+01  3.9221E-01 -2.3172E+01  1.205E+00  4.5315E+00  4.6215E+00
  4.400  1.0429E+01  3.4901E-01 -2.3362E+01  1.192E+00  4.6616E+00  4.7926E+00
  4.600  1.0365E+01  3.0111E-01 -2.3565E+01  1.178E+00  4.8068E+00  4.9666E+00
  4.800  1.0296E+01  2.5193E-01 -2.3797E+01  1.164E+00  4.9646E+00  5.1431E+00
  5.000  1.0224E+01  2.0705E-01 -2.4085E+01  1.151E+00  5.1335E+00  5.3220E+00
  5.200  1.0149E+01  1.7105E-01 -2.4456E+01  1.138E+00  5.3120E+00  5.5028E+00
  5.400  1.0072E+01  1.5572E-01 -2.4908E+01  1.126E+00  5.4993E+00  5.6854E+00
  5.600  9.9942E+00  1.6330E-01 -2.5364E+01  1.114E+00  5.6943E+00  5.8695E+00
  5.800  9.9156E+00  1.8983E-01 -2.5729E+01  1.102E+00  5.8965E+00  6.0551E+00
  6.000  9.8365E+00  2.2587E-01 -2.5986E+01  1.091E+00  6.1052E+00  6.2419E+00
  6.500  9.6389E+00  3.1731E-01 -2.6362E+01  1.064E+00  6.6526E+00  6.7135E+00
  7.000  9.4404E+00  3.7772E-01 -2.6553E+01  1.038E+00  7.2322E+00  7.1903E+00
